"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2025-01-14 00:01:57+08:00",2.0,297.07,0.0,2.01,64.37,1.19,5.05,5.48,0.92,122.55,10.75,"2025-01-14 00:01:57.941644+08:00","Iloilo City"
"2025-01-14 00:01:59+08:00",2.0,487.33,0.0,14.57,60.8,9.3,9.44,14.6,3.42,120.9367,14.4297,"2025-01-14 00:01:59.442573+08:00","Imus"
"2025-01-14 00:02:00+08:00",2.0,243.66,0.0,0.86,65.8,5.13,6.61,7.78,0.44,123.4167,13.4167,"2025-01-14 00:02:00.978001+08:00","Iriga City"
"2025-01-14 00:02:02+08:00",1.0,320.44,0.0,3.86,50.78,1.21,3.57,4.58,1.87,122.9888,10.2048,"2025-01-14 00:02:02.680472+08:00","Isabela"
"2025-01-14 00:02:04+08:00",1.0,400.54,0.0,6.6,31.11,1.45,7.48,8.86,7.66,122.8122,9.9889,"2025-01-14 00:02:04.363168+08:00","Kabankalan"
"2025-01-14 00:02:06+08:00",2.0,427.25,0.85,7.28,1.72,1.09,10.97,15.86,5.89,125.0894,7.0083,"2025-01-14 00:02:06.959732+08:00","Kidapawan"
"2025-01-14 00:02:09+08:00",2.0,634.19,0.2,14.57,4.29,2.35,15.76,21.01,16.09,124.8469,6.5031,"2025-01-14 00:02:09.519894+08:00","Koronadal"
"2025-01-14 00:02:11+08:00",2.0,267.03,0.0,1.63,65.09,0.82,2.22,2.87,0.56,122.9208,10.4233,"2025-01-14 00:02:11.816807+08:00","La Carlota"
"2025-01-14 00:02:12+08:00",1.0,198.6,0.0,1.18,37.55,0.25,0.96,1.52,0.58,125.7022,6.0872,"2025-01-14 00:02:13.007817+08:00","Lamitan"
"2025-01-14 00:02:14+08:00",2.0,263.69,0.0,0.83,92.98,0.26,3.85,4.94,0.47,120.5936,18.1989,"2025-01-14 00:02:14.451589+08:00","Laoag"
"2025-01-14 00:02:16+08:00",1.0,323.77,0.0,5.66,35.41,3.07,4.97,6.25,2.63,123.9494,10.3103,"2025-01-14 00:02:16.105885+08:00","Lapu-Lapu City"
"2025-01-14 00:02:17+08:00",2.0,487.33,0.0,14.57,60.8,9.3,9.44,14.6,3.42,120.9828,14.4506,"2025-01-14 00:02:17.492023+08:00","Las Piñas"
"2025-01-14 00:02:19+08:00",2.0,243.66,0.0,1.06,72.96,4.35,5.23,5.68,0.36,123.7333,13.1333,"2025-01-14 00:02:19.589659+08:00","Legazpi City"
"2025-01-14 00:02:20+08:00",2.0,243.66,0.0,0.84,71.53,6.2,5.82,6.51,0.38,123.5325,13.2403,"2025-01-14 00:02:20.919618+08:00","Ligao"
"2025-01-14 00:02:22+08:00",2.0,260.35,0.0,2.59,74.39,1.7,5.1,6.75,1.08,121.1667,13.95,"2025-01-14 00:02:22.523340+08:00","Lipa City"
"2025-01-14 00:02:24+08:00",1.0,293.73,0.0,1.93,57.22,1.12,5.32,5.65,0.82,122.5967,10.8794,"2025-01-14 00:02:24.544129+08:00","Lucena"
"2025-01-14 00:02:26+08:00",1.0,293.73,0.0,1.93,57.22,1.12,5.32,5.65,0.82,122.4347,10.8925,"2025-01-14 00:02:26.439050+08:00","Maasin"
"2025-01-14 00:02:28+08:00",2.0,300.41,0.0,2.19,67.23,0.32,3.13,3.59,1.17,120.5736,15.2216,"2025-01-14 00:02:28.730365+08:00","Mabalacat City"
"2025-01-14 00:02:30+08:00",2.0,988.01,0.0,30.16,37.19,16.93,24.44,33.11,5.07,121.0327,14.5503,"2025-01-14 00:02:30.538842+08:00","Makati City"
"2025-01-14 00:02:31+08:00",2.0,293.73,0.0,3.43,65.09,1.77,2.71,3.86,1.06,119.9379,15.6361,"2025-01-14 00:02:31.872399+08:00","Malabon"
"2025-01-14 00:02:33+08:00",1.0,210.29,0.0,1.74,24.68,0.16,1.08,1.37,0.73,125.0833,8.15,"2025-01-14 00:02:33.643543+08:00","Malaybalay"
"2025-01-14 00:02:35+08:00",1.0,373.84,0.0,5.57,57.22,1.25,6.32,8.1,2.06,120.8117,14.8419,"2025-01-14 00:02:35.195686+08:00","Malolos"
"2025-01-14 00:02:36+08:00",2.0,988.01,0.0,30.16,37.19,16.93,24.44,33.11,5.07,121.0409,14.5832,"2025-01-14 00:02:37.060751+08:00","Mandaluyong City"
"2025-01-14 00:02:38+08:00",1.0,323.77,0.0,5.66,35.41,3.07,4.97,6.25,2.63,123.9333,10.3333,"2025-01-14 00:02:38.733366+08:00","Mandaue City"
"2025-01-14 00:02:40+08:00",2.0,347.14,0.0,6.08,66.52,3.31,5.49,8.36,2.15,120.9822,14.6042,"2025-01-14 00:02:40.096021+08:00","Manila"
"2025-01-14 00:02:41+08:00",2.0,600.82,0.0,18.34,21.82,4.11,21.33,23.96,26.85,124.2928,7.9986,"2025-01-14 00:02:41.520666+08:00","Marawi"
"2025-01-14 00:02:42+08:00",1.0,208.62,0.0,2.23,36.84,0.94,1.76,2.15,0.1,125.4708,9.7339,"2025-01-14 00:02:43.097601+08:00","Mati"
"2025-01-14 00:02:44+08:00",2.0,347.14,0.0,6.08,66.52,3.31,5.49,8.36,2.15,120.9608,14.7369,"2025-01-14 00:02:44.442547+08:00","Meycauayan"
"2025-01-14 00:02:46+08:00",1.0,313.76,0.0,2.7,57.94,0.42,2.8,3.44,1.58,120.9031,15.7161,"2025-01-14 00:02:46.693970+08:00","Muñoz"
"2025-01-14 00:02:48+08:00",2.0,240.33,0.0,0.46,81.54,3.07,7.24,9.46,0.1,123.1814,13.6192,"2025-01-14 00:02:49.023319+08:00","Naga"
"2025-01-14 00:02:50+08:00",2.0,347.14,0.0,6.08,66.52,3.31,5.49,8.36,2.15,120.95,14.6667,"2025-01-14 00:02:50.692030+08:00","Navotas"
"2025-01-14 00:02:52+08:00",2.0,287.06,0.0,2.21,72.96,1.13,3.15,3.47,0.53,120.2828,14.8292,"2025-01-14 00:02:52.845783+08:00","Olongapo"
"2025-01-14 00:02:55+08:00",1.0,280.38,0.0,2.74,36.84,0.39,3.56,4.11,1.01,124.6075,11.0064,"2025-01-14 00:02:55.266357+08:00","Ormoc"
"2025-01-14 00:02:57+08:00",1.0,213.62,0.0,0.75,47.21,0.26,0.95,1.04,0.05,123.8044,8.4858,"2025-01-14 00:02:57.612799+08:00","Oroquieta"
"2025-01-14 00:03:00+08:00",1.0,206.95,0.0,1.61,32.54,0.32,0.84,1.17,0.69,123.8333,8.15,"2025-01-14 00:03:00.199245+08:00","Ozamiz City"
"2025-01-14 00:03:01+08:00",1.0,347.14,0.08,4.93,7.69,0.89,6.38,7.62,4.81,123.437,7.8257,"2025-01-14 00:03:01.787212+08:00","Pagadian"
"2025-01-14 00:03:03+08:00",2.0,317.1,0.0,2.91,60.08,0.49,3.39,3.76,1.69,121.0833,15.55,"2025-01-14 00:03:03.837314+08:00","Palayan City"
"2025-01-14 00:03:05+08:00",1.0,205.28,0.0,1.52,25.03,0.28,0.81,1.13,0.52,125.6842,7.3081,"2025-01-14 00:03:05.887842+08:00","Panabo"
"2025-01-14 00:03:07+08:00",2.0,988.01,0.0,30.16,37.19,16.93,24.44,33.11,5.07,121.0175,14.4816,"2025-01-14 00:03:07.443940+08:00","Paranaque City"
"2025-01-14 00:03:08+08:00",2.0,988.01,0.0,30.16,37.19,16.93,24.44,33.11,5.07,121.065,14.587,"2025-01-14 00:03:08.784736+08:00","Pasig"
"2025-01-14 00:03:10+08:00",1.0,230.31,0.0,1.1,47.92,0.46,1.9,2.31,0.13,118.7333,9.7333,"2025-01-14 00:03:10.197342+08:00","Puerto Princesa City"
"2025-01-14 00:03:12+08:00",2.0,323.77,0.0,6.17,68.67,5.01,5.26,8.28,1.73,121.0333,14.6333,"2025-01-14 00:03:12.647130+08:00","Quezon City"
"2025-01-14 00:03:14+08:00",2.0,277.04,0.0,1.67,62.94,0.27,6.21,7.59,0.88,121.6201,17.1189,"2025-01-14 00:03:14.902245+08:00","Roxas"
"2025-01-14 00:03:16+08:00",2.0,240.33,0.0,0.66,72.24,0.21,1.52,2.05,0.06,123.4242,10.9447,"2025-01-14 00:03:16.116000+08:00","Sagay"
"2025-01-14 00:03:17+08:00",2.0,317.1,0.0,3.34,72.96,1.27,4.41,5.55,0.96,120.5431,14.7678,"2025-01-14 00:03:17.533664+08:00","Samal"
"2025-01-14 00:03:19+08:00",2.0,307.08,0.0,2.44,61.51,0.43,2.84,3.26,1.25,120.8931,15.5448,"2025-01-14 00:03:19.310733+08:00","San Carlos"
"2025-01-14 00:03:21+08:00",2.0,307.08,0.0,1.5,75.82,0.88,5.61,7.6,1.3,120.3166,16.6159,"2025-01-14 00:03:21.684707+08:00","San Fernando"
"2025-01-14 00:03:24+08:00",2.0,273.71,0.0,1.19,75.82,0.37,9.72,12.5,0.73,121.8712,17.8927,"2025-01-14 00:03:24.281030+08:00","San Jose"
"2025-01-14 00:03:25+08:00",2.0,260.35,0.0,1.54,72.96,0.62,3.82,4.61,0.71,121.0453,14.8139,"2025-01-14 00:03:25.497882+08:00","San Jose del Monte"
"2025-01-14 00:03:27+08:00",2.0,263.69,0.0,0.84,80.82,0.19,3.08,3.98,0.76,120.4583,17.7422,"2025-01-14 00:03:27.954142+08:00","San Juan"
"2025-01-14 00:03:29+08:00",1.0,423.91,0.0,7.8,59.37,2.35,6.48,8.3,2.25,120.6197,14.9696,"2025-01-14 00:03:29.332526+08:00","San Pablo"
"2025-01-14 00:03:30+08:00",2.0,410.56,0.0,5.91,42.56,0.73,11.3,13.98,4.94,121.8833,17.2,"2025-01-14 00:03:30.731740+08:00","San Pedro"
"2025-01-14 00:03:33+08:00",2.0,307.08,0.0,2.44,61.51,0.43,2.84,3.26,1.25,120.9378,15.4238,"2025-01-14 00:03:33.163368+08:00","Santa Rosa"
"2025-01-14 00:03:34+08:00",2.0,257.02,0.0,0.76,75.1,0.2,2.56,3.24,0.73,120.4449,17.2939,"2025-01-14 00:03:34.780729+08:00","Santiago"
"2025-01-14 00:03:36+08:00",2.0,283.72,0.0,1.78,65.8,0.34,7.85,9.95,1.0,121.7645,17.3997,"2025-01-14 00:03:36.864474+08:00","Santo Tomas"
"2025-01-14 00:03:38+08:00",2.0,247.0,0.0,0.88,69.38,0.57,2.68,3.22,0.2,122.9667,10.8,"2025-01-14 00:03:38.134841+08:00","Silay City"
"2025-01-14 00:03:39+08:00",1.0,290.39,0.0,2.74,47.92,1.0,2.98,3.58,1.44,122.4042,9.7519,"2025-01-14 00:03:39.879237+08:00","Sipalay"
"2025-01-14 00:03:42+08:00",1.0,208.62,0.0,2.23,36.84,0.94,1.76,2.15,0.1,125.5,9.75,"2025-01-14 00:03:42.093810+08:00","Surigao City"
"2025-01-14 00:03:44+08:00",2.0,233.65,0.0,0.96,65.09,4.53,5.1,5.84,0.27,123.7336,13.3586,"2025-01-14 00:03:44.254107+08:00","Tabaco"
"2025-01-14 00:03:46+08:00",2.0,267.03,0.0,1.04,65.8,0.24,7.54,9.3,0.6,121.4443,17.4189,"2025-01-14 00:03:47.021508+08:00","Tabuk"
"2025-01-14 00:03:48+08:00",1.0,250.34,0.0,2.21,28.61,0.53,3.08,3.76,1.66,125.0,11.25,"2025-01-14 00:03:48.597599+08:00","Tacloban City"
"2025-01-14 00:03:50+08:00",2.0,767.71,1.06,12.0,0.96,1.27,24.07,27.24,7.16,124.6764,6.6925,"2025-01-14 00:03:51.031037+08:00","Tacurong"
"2025-01-14 00:03:52+08:00",2.0,307.08,0.0,7.03,70.1,6.8,5.8,7.11,0.99,120.9337,14.1059,"2025-01-14 00:03:52.668309+08:00","Tagaytay City"
"2025-01-14 00:03:53+08:00",2.0,988.01,0.0,30.16,37.19,16.93,24.44,33.11,5.07,121.0792,14.5243,"2025-01-14 00:03:54.021787+08:00","Taguig"
"2025-01-14 00:03:56+08:00",2.0,236.99,0.0,0.41,80.82,0.29,8.77,15.41,0.02,122.9226,14.1343,"2025-01-14 00:03:56.068028+08:00","Talisay"
"2025-01-14 00:03:57+08:00",2.0,273.71,0.0,5.14,72.96,6.08,4.96,6.36,0.91,121.1498,14.0863,"2025-01-14 00:03:58.005770+08:00","Tanauan"
"2025-01-14 00:03:59+08:00",1.0,208.62,0.0,1.01,16.81,0.26,1.63,2.17,0.9,126.1986,9.0783,"2025-01-14 00:03:59.779275+08:00","Tandag"
"2025-01-14 00:04:02+08:00",2.0,247.0,0.0,0.88,69.38,0.57,2.68,3.22,0.2,122.9306,10.6339,"2025-01-14 00:04:02.265496+08:00","Tangub"
"2025-01-14 00:04:03+08:00",1.0,257.02,0.0,2.36,45.42,0.95,2.1,2.45,0.62,123.1583,9.5153,"2025-01-14 00:04:03.578591+08:00","Tanjay"
"2025-01-14 00:04:04+08:00",2.0,330.45,0.0,3.3,62.23,0.51,3.46,4.04,2.22,120.5986,15.4889,"2025-01-14 00:04:04.964350+08:00","Tarlac City"
"2025-01-14 00:04:07+08:00",2.0,243.66,0.0,1.29,72.96,0.86,5.47,6.4,0.3,121.5911,14.0289,"2025-01-14 00:04:07.555397+08:00","Tayabas"
"2025-01-14 00:04:09+08:00",1.0,277.04,0.0,3.86,46.49,2.24,3.45,4.64,1.5,123.6333,10.3833,"2025-01-14 00:04:09.900793+08:00","Toledo City"
"2025-01-14 00:04:11+08:00",2.0,287.06,0.0,1.63,74.39,0.37,9.95,12.58,1.11,121.7269,17.6131,"2025-01-14 00:04:12.008387+08:00","Tuguegarao"
"2025-01-14 00:04:13+08:00",2.0,323.77,0.0,3.26,67.23,0.87,3.25,4.16,2.98,120.5711,15.9761,"2025-01-14 00:04:13.572731+08:00","Urdaneta"
"2025-01-14 00:04:14+08:00",1.0,270.37,0.0,2.1,43.99,0.37,3.2,3.62,0.86,124.5725,11.1089,"2025-01-14 00:04:14.825725+08:00","Valencia"
"2025-01-14 00:04:16+08:00",2.0,347.14,0.0,6.08,66.52,3.31,5.49,8.36,2.15,120.9667,14.7,"2025-01-14 00:04:16.800362+08:00","Valenzuela"
"2025-01-14 00:04:18+08:00",2.0,240.33,0.0,0.65,70.81,0.6,2.43,3.04,0.12,123.0778,10.9,"2025-01-14 00:04:18.124048+08:00","Victorias"
"2025-01-14 00:04:19+08:00",2.0,263.69,0.0,0.83,77.96,0.2,2.44,3.17,0.64,120.3869,17.5747,"2025-01-14 00:04:19.366156+08:00","Vigan"
"2025-01-14 00:04:21+08:00",1.0,507.36,0.0,18.85,26.11,4.83,9.52,10.5,10.26,122.0696,6.9135,"2025-01-14 00:04:21.192331+08:00","Zamboanga City"
"2025-01-14 02:00:01+08:00",2.0,310.42,0.0,5.83,67.23,5.66,3.13,3.92,2.57,119.9811,16.1561,"2025-01-14 02:00:01.189729+08:00","Alaminos"
"2025-01-14 02:00:02+08:00",1.0,310.42,0.0,2.96,58.65,0.73,3.83,4.57,1.09,120.5833,15.15,"2025-01-14 02:00:02.921039+08:00","Angeles City"
"2025-01-14 02:00:05+08:00",1.0,280.38,0.0,1.41,55.79,0.18,2.18,2.45,0.63,121.19,15.6181,"2025-01-14 02:00:05.397862+08:00","Antipolo"
"2025-01-14 02:00:06+08:00",2.0,233.65,0.0,0.71,71.53,1.74,4.3,4.43,0.17,123.5085,12.2285,"2025-01-14 02:00:06.931239+08:00","Bacolod"
"2025-01-14 02:00:09+08:00",2.0,447.27,0.0,12.68,60.8,8.94,8.7,14.25,3.48,120.929,14.459,"2025-01-14 02:00:09.185105+08:00","Bacoor"
"2025-01-14 02:00:11+08:00",2.0,270.37,0.0,1.78,62.23,0.81,2.19,2.78,0.68,122.8333,10.5333,"2025-01-14 02:00:11.214308+08:00","Bago City"
"2025-01-14 02:00:13+08:00",1.0,453.95,0.0,6.77,27.18,1.28,9.36,11.96,2.98,120.5931,16.4164,"2025-01-14 02:00:13.514502+08:00","Baguio"
"2025-01-14 02:00:15+08:00",1.0,270.37,0.0,2.83,44.7,0.84,2.73,2.98,0.55,123.1228,9.5911,"2025-01-14 02:00:15.408665+08:00","Bais"
"2025-01-14 02:00:17+08:00",2.0,317.1,0.0,2.79,75.82,1.0,4.3,5.27,0.75,120.5361,14.6761,"2025-01-14 02:00:17.723633+08:00","Balanga"
"2025-01-14 02:00:20+08:00",2.0,267.03,0.0,0.71,94.41,0.25,4.13,5.25,0.53,120.5649,18.0554,"2025-01-14 02:00:20.386860+08:00","Batac City"
"2025-01-14 02:00:21+08:00",2.0,263.69,0.0,6.43,67.23,5.36,6.26,8.0,1.22,121.05,13.75,"2025-01-14 02:00:21.658743+08:00","Batangas City"
"2025-01-14 02:00:23+08:00",1.0,263.69,0.0,2.38,45.06,0.55,1.67,1.87,0.61,122.8011,9.3636,"2025-01-14 02:00:23.392955+08:00","Bayawan"
"2025-01-14 02:00:25+08:00",2.0,243.66,0.0,0.38,80.82,4.11,4.89,5.46,0.06,123.7135,13.4083,"2025-01-14 02:00:25.526797+08:00","Baybay"
"2025-01-14 02:00:27+08:00",1.0,198.6,0.04,1.99,5.05,0.46,1.82,2.38,0.93,125.7675,8.7561,"2025-01-14 02:00:27.110315+08:00","Bayugan"
"2025-01-14 02:00:29+08:00",1.0,270.37,0.0,1.8,47.21,0.29,2.06,2.4,0.81,125.0336,11.0725,"2025-01-14 02:00:29.394096+08:00","Bislig"
"2025-01-14 02:00:31+08:00",2.0,333.79,0.0,7.8,75.1,8.35,6.53,8.86,2.01,121.0807,14.3427,"2025-01-14 02:00:31.928719+08:00","Biñan"
"2025-01-14 02:00:34+08:00",1.0,247.0,0.0,1.06,56.51,0.21,1.83,2.19,0.34,124.0055,11.0517,"2025-01-14 02:00:34.527167+08:00","Bogo"
"2025-01-14 02:00:36+08:00",1.0,223.64,0.0,0.3,58.65,0.17,3.41,4.23,0.04,125.4319,11.6081,"2025-01-14 02:00:36.120386+08:00","Borongan"
"2025-01-14 02:00:38+08:00",1.0,208.62,0.0,1.07,15.91,0.2,1.0,1.3,0.62,125.5436,8.9492,"2025-01-14 02:00:38.147445+08:00","Butuan"
"2025-01-14 02:00:39+08:00",1.0,208.62,0.0,1.27,19.85,0.27,1.18,1.46,0.42,125.5344,9.1236,"2025-01-14 02:00:39.351136+08:00","Cabadbaran"
"2025-01-14 02:00:41+08:00",2.0,303.75,0.0,2.08,61.51,0.35,2.77,3.15,1.35,120.9667,15.4833,"2025-01-14 02:00:41.147091+08:00","Cabanatuan City"
"2025-01-14 02:00:42+08:00",2.0,333.79,0.0,7.8,75.1,8.35,6.53,8.86,2.01,121.1262,14.2726,"2025-01-14 02:00:42.936202+08:00","Cabuyao"
"2025-01-14 02:00:44+08:00",2.0,247.0,0.0,0.74,70.1,0.24,1.81,2.31,0.14,123.2856,10.9506,"2025-01-14 02:00:44.586721+08:00","Cadiz"
"2025-01-14 02:00:46+08:00",2.0,567.44,0.03,15.42,2.26,1.64,12.09,14.74,4.43,124.6472,8.4822,"2025-01-14 02:00:46.795569+08:00","Cagayan de Oro"
"2025-01-14 02:00:48+08:00",2.0,250.34,0.0,3.21,74.39,2.98,4.58,5.93,0.73,120.8133,13.9324,"2025-01-14 02:00:48.409641+08:00","Calaca"
"2025-01-14 02:00:49+08:00",2.0,333.79,0.0,7.8,75.1,8.35,6.53,8.86,2.01,121.1653,14.2117,"2025-01-14 02:00:49.693133+08:00","Calamba"
"2025-01-14 02:00:52+08:00",2.0,240.33,0.0,2.83,82.25,2.3,4.01,5.09,0.12,121.1803,13.4117,"2025-01-14 02:00:52.295986+08:00","Calapan"
"2025-01-14 02:00:54+08:00",1.0,230.31,0.0,0.51,49.35,2.98,2.86,3.04,0.19,124.6,12.0667,"2025-01-14 02:00:54.821259+08:00","Calbayog City"
"2025-01-14 02:00:57+08:00",2.0,343.8,0.0,5.48,65.09,3.07,5.82,8.67,2.31,120.9667,14.65,"2025-01-14 02:00:57.493263+08:00","Caloocan City"
"2025-01-14 02:00:58+08:00",1.0,297.07,0.0,2.08,37.19,0.4,3.65,4.47,3.17,120.4517,17.1947,"2025-01-14 02:00:58.970847+08:00","Candon"
"2025-01-14 02:01:00+08:00",1.0,423.91,0.01,6.26,20.56,0.76,7.98,9.0,4.56,123.1964,10.3864,"2025-01-14 02:01:00.670545+08:00","Canlaon"
"2025-01-14 02:01:02+08:00",1.0,323.77,0.0,6.6,37.19,3.76,5.83,8.39,6.27,123.6402,10.1061,"2025-01-14 02:01:03.063865+08:00","Carcar"
"2025-01-14 02:01:05+08:00",2.0,333.79,0.0,7.8,75.1,8.35,6.53,8.86,2.01,121.0576,14.3132,"2025-01-14 02:01:05.167490+08:00","Carmona"
"2025-01-14 02:01:07+08:00",1.0,233.65,0.0,0.69,51.5,0.24,2.7,2.96,0.42,124.8861,11.7753,"2025-01-14 02:01:07.584567+08:00","Catbalogan"
"2025-01-14 02:01:09+08:00",1.0,283.72,0.0,1.86,56.51,0.23,6.23,7.19,1.88,121.7725,16.9347,"2025-01-14 02:01:09.427706+08:00","Cauayan"
"2025-01-14 02:01:10+08:00",2.0,447.27,0.0,12.68,60.8,8.94,8.7,14.25,3.48,120.9169,14.4825,"2025-01-14 02:01:10.990231+08:00","Cavite City"
"2025-01-14 02:01:12+08:00",1.0,313.76,0.0,5.48,32.54,2.65,5.25,6.34,2.88,123.8907,10.3167,"2025-01-14 02:01:13.053917+08:00","Cebu City"
"2025-01-14 02:01:14+08:00",2.0,320.44,0.0,5.91,67.23,5.25,5.44,8.59,1.88,121.1,14.6333,"2025-01-14 02:01:14.875531+08:00","City of Marikina"
"2025-01-14 02:01:16+08:00",2.0,233.65,0.0,0.71,71.53,1.74,4.3,4.43,0.17,123.5833,12.3333,"2025-01-14 02:01:16.881292+08:00","City of Masbate"
"2025-01-14 02:01:18+08:00",1.0,297.07,0.0,2.57,52.21,1.25,4.89,5.41,1.49,122.65,11.15,"2025-01-14 02:01:18.509449+08:00","City of Passi"
"2025-01-14 02:01:20+08:00",2.0,236.99,0.0,0.44,76.53,1.49,4.05,4.26,0.21,123.9833,12.9833,"2025-01-14 02:01:20.859337+08:00","City of Sorsogon"
"2025-01-14 02:01:22+08:00",2.0,514.03,0.23,7.2,1.83,0.82,17.24,20.41,6.33,124.2464,7.2236,"2025-01-14 02:01:22.620246+08:00","Cotabato"
"2025-01-14 02:01:25+08:00",2.0,267.03,0.0,0.8,78.68,0.29,9.38,11.46,0.38,121.5047,17.7061,"2025-01-14 02:01:25.284897+08:00","Dagupan"
"2025-01-14 02:01:27+08:00",1.0,250.34,0.0,4.84,52.93,2.41,3.15,3.41,0.55,124.0272,10.5208,"2025-01-14 02:01:27.463620+08:00","Danao"
"2025-01-14 02:01:29+08:00",1.0,313.76,0.0,5.48,32.54,2.65,5.25,6.34,2.88,123.9469,10.2706,"2025-01-14 02:01:29.521707+08:00","Dapitan"
"2025-01-14 02:01:31+08:00",2.0,447.27,0.0,13.54,66.52,10.37,9.65,13.88,3.45,120.9367,14.3294,"2025-01-14 02:01:31.710503+08:00","Dasmariñas"
"2025-01-14 02:01:33+08:00",1.0,210.29,0.0,2.1,19.13,0.47,1.06,1.54,0.85,125.6128,7.0731,"2025-01-14 02:01:33.948490+08:00","Davao"
"2025-01-14 02:01:36+08:00",1.0,300.41,0.0,3.77,16.45,0.57,4.03,4.83,1.71,125.3572,6.7497,"2025-01-14 02:01:36.338432+08:00","Digos"
"2025-01-14 02:01:38+08:00",1.0,250.34,0.0,0.8,58.65,0.29,1.04,1.12,0.12,123.3414,8.5894,"2025-01-14 02:01:38.998723+08:00","Dipolog"
"2025-01-14 02:01:40+08:00",1.0,250.34,0.0,2.25,38.62,0.55,1.5,1.78,0.79,123.3081,9.3103,"2025-01-14 02:01:40.468505+08:00","Dumaguete"
"2025-01-14 02:01:41+08:00",1.0,260.35,0.0,3.64,21.28,0.5,2.55,3.31,4.02,124.5225,8.5631,"2025-01-14 02:01:41.874257+08:00","El Salvador"
"2025-01-14 02:01:43+08:00",2.0,240.33,0.0,0.69,68.67,0.19,1.44,1.94,0.08,123.4992,10.8403,"2025-01-14 02:01:43.931571+08:00","Escalante"
"2025-01-14 02:01:45+08:00",1.0,403.88,0.0,5.66,53.64,1.04,6.51,8.26,3.23,120.9464,15.3072,"2025-01-14 02:01:45.926062+08:00","Gapan"
"2025-01-14 02:01:48+08:00",1.0,407.22,0.03,5.66,11.27,0.55,8.02,10.15,3.33,125.1717,6.1128,"2025-01-14 02:01:48.356698+08:00","General Santos"
"2025-01-14 02:01:49+08:00",2.0,447.27,0.0,13.54,66.52,10.37,9.65,13.88,3.45,120.8817,14.3869,"2025-01-14 02:01:49.534385+08:00","General Trias"
"2025-01-14 02:01:51+08:00",1.0,193.6,0.0,0.33,46.49,0.05,0.5,0.75,0.19,125.1167,8.8333,"2025-01-14 02:01:51.518275+08:00","Gingoog City"
"2025-01-14 02:01:53+08:00",1.0,353.81,0.0,4.88,38.27,0.83,5.11,5.95,3.04,122.8706,10.0989,"2025-01-14 02:01:53.754035+08:00","Himamaylan"
"2025-01-14 02:01:55+08:00",2.0,390.53,0.0,4.67,50.07,0.54,11.13,13.34,3.45,121.8892,17.1485,"2025-01-14 02:01:55.470930+08:00","Ilagan"
"2025-01-14 02:01:56+08:00",1.0,273.71,0.0,8.14,24.68,5.84,5.08,6.09,1.28,124.4,8.25,"2025-01-14 02:01:56.687001+08:00","Iligan City"
"2025-01-14 02:01:59+08:00",2.0,300.41,0.0,2.06,63.66,0.98,4.04,4.38,0.98,122.55,10.75,"2025-01-14 02:01:59.309474+08:00","Iloilo City"
"2025-01-14 02:02:01+08:00",2.0,447.27,0.0,12.68,60.8,8.94,8.7,14.25,3.48,120.9367,14.4297,"2025-01-14 02:02:01.333915+08:00","Imus"
"2025-01-14 02:02:03+08:00",2.0,243.66,0.0,0.77,63.66,4.95,5.22,5.77,0.44,123.4167,13.4167,"2025-01-14 02:02:03.574638+08:00","Iriga City"
"2025-01-14 02:02:04+08:00",1.0,347.14,0.0,4.71,45.42,1.1,4.7,5.69,2.57,122.9888,10.2048,"2025-01-14 02:02:04.929419+08:00","Isabela"
"2025-01-14 02:02:07+08:00",1.0,363.83,0.0,5.06,29.33,0.87,6.51,7.29,4.37,122.8122,9.9889,"2025-01-14 02:02:07.203304+08:00","Kabankalan"
"2025-01-14 02:02:08+08:00",1.0,357.15,0.4,4.63,3.44,0.55,8.18,11.12,4.18,125.0894,7.0083,"2025-01-14 02:02:08.420244+08:00","Kidapawan"
"2025-01-14 02:02:10+08:00",2.0,707.63,0.49,13.71,1.7,1.83,20.6,26.32,13.93,124.8469,6.5031,"2025-01-14 02:02:10.917890+08:00","Koronadal"
"2025-01-14 02:02:13+08:00",2.0,270.37,0.0,1.78,62.23,0.81,2.19,2.78,0.68,122.9208,10.4233,"2025-01-14 02:02:13.314924+08:00","La Carlota"
"2025-01-14 02:02:15+08:00",1.0,216.96,0.0,1.59,33.26,0.48,1.36,1.66,0.63,125.7022,6.0872,"2025-01-14 02:02:15.336793+08:00","Lamitan"
"2025-01-14 02:02:17+08:00",2.0,267.03,0.0,0.71,94.41,0.25,4.13,5.25,0.53,120.5936,18.1989,"2025-01-14 02:02:17.822101+08:00","Laoag"
"2025-01-14 02:02:19+08:00",1.0,313.76,0.0,5.48,32.54,2.65,5.25,6.34,2.88,123.9494,10.3103,"2025-01-14 02:02:19.893226+08:00","Lapu-Lapu City"
"2025-01-14 02:02:22+08:00",2.0,447.27,0.0,12.68,60.8,8.94,8.7,14.25,3.48,120.9828,14.4506,"2025-01-14 02:02:22.303607+08:00","Las Piñas"
"2025-01-14 02:02:24+08:00",2.0,236.99,0.0,0.76,75.1,3.93,4.5,4.78,0.3,123.7333,13.1333,"2025-01-14 02:02:24.932187+08:00","Legazpi City"
